NOM_POBLAD,hosp_in_10km
PADRE GINER,0
NUEVA YORK,0
NUEVO PROGRESO,0
NUEVO SAN JUAN,0
YANALLPA,0
11 DE AGOSTO,0
NUEVA FLORIDA,0
NUEVO PUMACAHUA,0
AUCAYACU,0
SAN GERARDO,0
BETANIA,0
PUERTO LINDA,0
NUEVA BETEL,0
LUPUNA,0
VERSALLES,0
PUERTO VICTORIA,0
POBREDIABLO,0
CHAYAVITA,0
ESPERANZA,0
SAN ISIDRO,0
TROPEZON,0
SANTO TOMAS,0
PINGUILLO,0
CORRIENTES,0
MANGUAZAPA,0
IDEAL,0
PUERTO VICTORIA,0
MONTECRISTO,0
SAN ANTONIO,0
TIGREPLAYA,0
EMPRESA,0
SAN GABINO,0
FRAY MARTÍN,0
EL PORVENIR,0
MACHIQUINA,0
SALASHCA,0
PURAHUA,0
TRUENOCOCHA,0
TOPALILLO,0
SAN JOSE,0
SAN PEDRO,0
TRIUNFO,0
NEGROPLAYA,0
MOJARRAYACU,0
SAN MIGUEL,0
PERLITA,0
SAN JUAN,0
URUGUAY,0
PATRIA,0
BOCA DEL PASTACILLO,0
YANAYACU,0
URITUYACU,0
SANTA ELENA,0
PUNTA ARENAS,0
SANTA CRUZ DE PARINARI,0
SANTA CLARA,0
ZAPOTAL,0
PUCATA,0
PUMACAHUA,0
FLORIDA,0
PROGRESO,0
PADRE JUNCO,0
SAN FELIPE,0
PASTO,0
NUEVO CASAGRANDE,0
CASTAÑA,0
SAN JUAN,0
PUCATE,0
CAVERO,0
DOS UNIDOS,0
BUENAVISTA,0
PUERTO ARTURO,0
LAGOGRANDE,0
CHAMBIRA,0
SAN PEDRO,0
TAMSHIYACU,0
YARINACOCHA,0
AUGUSTO FREYRE GARCIA,0
FLOR DEL ORIENTE,0
SAN FELIPE,0
SAN JORGE II ZONA,0
NUEVO TARAPACA,0
SANTA ROSA DE SHATO,0
MAGDALENA,0
SAN RAFAEL,0
NUEVO SAN JUAN,0
SANTA ANA (PRIMERA ZONA),0
SAN JORGE,0
BUENAS NUEVAS,0
SANTA ANA (SEGUNDA ZONA),0
HORIZONTE,0
PACHACUTEC,0
ALIANZA,0
PUERTO INCA,0
LUCERO PATA,0
SANTA LUCINDA,0
NUEVO SAN MARTÍN,0
SAMARIA II ZONA,0
TAPIRA CHICO,0
BUENOS AIRES,0
SAMARIA,0
JUSTICIA,0
SEÑOR DE LOS MILAGROS,0
8 DE SETIEMBRE,0
NUEVO SAN LORENZO (RIO AMAZONAS),0
SAN JOSE,0
NUEVO TRIUNFO,0
MONTE SINAI,0
TAPIRA NUEVO II ZONA,0
TAPIRILLO,0
SAN SALVADOR DE OMAGUA,0
CONSTANCIA,0
NUEVO VALENTIN,0
LIBERTAD AGRARIA,0
CENTRO AMERICA,0
NUEVA PRIMAVERA,0
CHAVIN,0
MANGO,0
SERAFIN FILOMENO,0
HUAYSI,0
8 DE MAYO,0
NUEVO TRUJILLO,0
TAPIRA NUEVO,0
PUNGA,0
RIVERALTA,0
YACAPANA (PRIMERA ZONA),0
SAN JOSE DE OMAGUAS,0
SANTA CRUZ,0
TAPIRA GRANDE,0
YACAPANA (SEGUNDA ZONA),0
SAN JOSE ZONA BAJA,0
CANAAN,0
SAN MIGUEL,0
TRUJILLO,0
YACAPANA (TERCERA ZONA),0
24 DE JUNIO,0
NUEVO JUNIN,0
ESPERANZA,0
SANTA CATALINA,0
NUEVA ESPERANZA,0
FOMENTO,0
BUENOS AIRES,0
MIRAFLORES,0
PUERTO ROSARIO,0
SAN CARLOS,0
AYACUCHO TIPISHCA,0
PORVENIR,0
AMOR FINO,0
NUEVA ESPERANZA,0
SAN PEDRO,0
FRANCISCO MORALES B.,0
SAN JUAN DE CUNSHICO COCHA,0
LIBERTAD,0
EL CHARO,0
SAN JUAN DEL AMAZONAS,0
BUENA VISTA,0
SAPALLAL,0
DIAMANTE AZUL,0
7 DE JUNIO,0
SAN PEDRO DE BLANCO,0
EL CHINO,0
SAN FERNANDO,0
SAN FRANCISCO DE LAS MERCEDES,0
SAN JUAN DE YANAYACU,0
PUERTO MIGUEL,0
LORETO,0
JALDAR,0
JERUSALEN,0
NUEVO SAN PEDRO ALTO MANITI,0
PEÑA BLANCA,0
24 DE JUNIO,0
PAUJIL II ZONA,0
13 DE FEBRERO,0
PAUJIL I ZONA,0
NUEVO HORIZONTE,0
NUEVO MILAGRO,0
PARAISO,0
LA VILLA DEL BUEN PASTOR,0
EX PETROLERO I ZONA,0
1° DE MAYO,0
ZONA CENTRO EX PETROLERO,0
SAN PEDRO DE PINTUYACO,0
SANTA MARTHA,0
NUEVA SANTA ELOISA,0
UNION,0
10 DE OCTUBRE,0
SAN LUCAS,0
EL TRIUNFO,0
NUEVA VIDA,0
VARADERO,0
NUEVA MAYORIA,0
BUENA VISTA,0
NUEVO PROGRESO,0
NUEVO SAN MARTIN,0
NUEVO PIURA,0
NUEVO MIRAFLORES,0
DOCE DE ABRIL,0
CAHUIDE,0
DOCE DE OCTUBRE,0
MELITON CARBAJAL,0
LUZ DE ORIENTE,0
28 DE ENERO,0
NUEVA VILLA BELEN,0
UNION ZANCUDO,0
ALIANZA DEL HUACAMAYO,0
NUEVO ARICA,0
PUERTO AUXILIO,0
NUEVA CREACION,0
AJACHIN,0
CHAPIS,0
CAPERNAUM,0
EL BANCO,0
SHOROYACOCHA,0
PINSHACOCHA,0
PATRIA NUEVA,0
MAYURIAGA,0
NUEVO SAN MARTIN,0
TIERRA BLANCA,0
PUERTO ALEGRIA,0
SANTA ROSA,0
COPALES UNIDOS,0
PAÑAPOSA,0
NUEVA VIDA,0
YAMAKAY,0
PUERTO REQUENA,0
BARRANQUITA,0
NUEVO PROGRESO,0
HORTENSIA COCHA,0
PUERTO BARRANQUITA,0
CHIMARA,0
SAN FERNANDO,0
PUERTO CHINGANA,0
NUEVA YARINA,0
PUERTO BELEN,0
PIRUMBACOCHA,0
LIMON COCHA,0
HUAMBRACOCHA,0
MUSHA KARUSHA,0
MIGUEL GRAU,0
SAN JOAQUÍN DE OMAGUAS,0
BUENA UNION,0
1° DE MAYO,0
PURITANIA,0
VILLA PUERTO CRUZ,0
NUEVO MUNDO,0
TIERRA PROMETIDA,0
SAN RAFAEL DE TAPIRILLA,0
BETSAIDA,0
FATIMA,0
HIPOLITO UNANUE,0
VICTOR RAUL,0
SANTA EMILIA,0
28 DE JULIO,0
PAYOR0TE,0
SAN FRANCISCO,0
EL CERRO,0
NUEVA UNION,0
NUEVA CONQUISTA,0
7 DE FEBRERO,0
SANTA CRUZ,0
NUEVA YORK,0
SAN FRANCISCO DE CHOROYACU,0
SANTA CLARA,0
JESUS NAZARENO,0
IQUITOS QUEBRADA,0
PUERTO ALEGRIA,0
MIRAFLORES,0
VILLA BUENA VIDA,0
MONTE ALEGRE,0
PAMPA CAÑO,0
PUERTO ORLANDO,0
LISBOA,0
LIBERTAD,0
SOLTERITOS,0
ESPARTA,0
PAHUACHIRO,0
SAN ROGUE,0
SANTA CRUZ,0
BELLAVISTA,0
PIURA,0
MONTE VERDE,0
NUEVO ZAPOTAL,0
SANTA ROSA DE PATOYACU,0
SANTA ROSA DE AIRICO,0
SANTA SILVIA,0
LAS PETROLERAS,0
SANTA ROSA DE SIAMBA,0
SANTA CRUZ,0
PIONERO,0
PIJUAYAL,0
SANTA ROSA DE PUCAYACU,0
2 DE MAYO,0
NUEVA ESPERANZA (CHAMBIRA),0
28 DE JULIO,0
BAYA YACU,0
PUERTO RICO,0
SAN LORENZO,0
ANGORA,0
SANTA TERESA,0
CURUHUINSI,0
SAN PEDRO (CHAMBIRA),0
SANTA CRUZ DE TAGUAL,0
SAN JUAN DE ABEJAICO,0
3 FRONTERAS,0
SANTA BEATRIZ,0
SANTA CARMELA,0
PANDORA,0
AYAHUASCA,0
SANTA MARTA,0
NUEVO SAN LUIS,0
ESPERANZA,0
CAROLINA,0
SAN JOSE DE PARINARI,0
SAN PABLO DE LORETO,0
EMILIA BARCIA BONIFATI,0
VILLA LUZ DE ESPERANZA,0
NUEVA ESPERANZA,0
SAN ALBERTO,0
COLONIA SAN PABLO,0
MARISCAL CASTILLA,0
VISTA ALEGRE,0
PAMPA HERMOZA,0
SANTA ROSA,0
YACUMAMA,0
AVISPA,0
SAN PEDRO,0
SAN ANTONIO,0
GRAU,0
PAYORATE,0
LA MAHUA,0
SAN JUAN,0
PARAÍSO,0
PAUCARPATA,0
FLORIDA,0
SANTA PRIMAVERA,0
SANTA LUCÍA,0
BOTA DE ORO,0
PALO SECO,0
PUERTO BOSMERIDIANO,0
BUENJARDÍN,0
SAN FELIPE,0
SAN JOSE DE DOS DE MAYO,0
NUEVO SAN JOSE DE PARINARI,0
NARANJAL,0
DOS UNIDOS,0
BORJA,0
NUEVA ALEGRIA,0
BELLAVISTA,0
BUEN JARDIN,0
PALESTINO,0
VILLA NUEVA ESPERANZA,0
SAN ESTEBAN,0
YAHUMA CALLARU,0
SAN FRANCISCO DE YAHUMA,0
DOS DE MAYO,0
ERENE,0
CUSHILLO COCHA,0
PUERTO ALEGRIA I ZONA,0
PUERTO ALEGRIA II ZONA,0
CHINERIA,0
GAMBOA,0
SANTA CLARA,0
SAN MARTIN DE ARAHUANA,0
MARIO RIVERA,0
"ISLA SANTA ROSA ""AMAZONAS""",0
SAN JUAN DE RAMON CASTILLA,0
BUFEO COCHA,0
ISLANDIA,0
JAPON,0
NUEVA NAZARETH,0
PUERTO LIBANO,0
SAN SEBASTIAN,0
SAN FERNANDO,0
UNION FAMILIAR,0
NUEVO EDEN,0
REMANSO,0
SANTA TERESA,0
NUEVO SAN FELIPE,0
SAN PEDRO,0
SANTA TERESA NUEVA,0
POBRE ALEGRE,0
NUEVA ZELANDIA,0
2 DE MAYO,0
CANAAN,0
BUEN SUCESO,0
NUEVA JERUSALEN,0
PARAISO,0
LIMONERO,0
SOPLIN VARGAS,0
SANTARITA,0
SANTA ROSA,0
1 DE SAN MATEO,0
28 DE JULIO,0
3 DE NOVIEMBRE,0
NUEVO MONTE DE LOS OLIVOS,0
YARINA,0
SACAMBU,0
AMELIA,0
PETROPOLIS,0
LEONCIO RAMIREZ,0
ATLANTIDA,0
JERUSALEN,0
BUENA ESPERANZA,0
ANTIQUERA,0
YAHUMA,0
PIJUAYAL,0
RONDIÑA TERCERA ZONA,0
TUCANO,0
CORMAYA,0
PUERTO AMELIA,0
TRES UNIDOS,0
SAN ANTONIO DE CLETO,0
SAN JUAN,0
SANTA ROSA,0
RONDIÑA PRIMERA ZONA,0
ROVIDIÑA SEGUNDA ZONA,0
IQUITOS,0
MANACAMIRI,0
TRES UNIDOS,0
SANTA RITA,0
SAN JOSE DE LUPUNA,0
SAN MARTIN,0
SAN PABLO DE CUYAMA,0
HUATURIA,0
LOBOYACU,0
TARAPOTO,0
LIBERTAD,0
AYACUCHO,0
LAGUNAS,0
SAMITO,0
MARAVILLA,0
SHIRIARA,0
SANTA MARIA DEL ALTO  NANAY,0
BUENA VISTA,0
TARMA,0
NUEVO ATALAYA,0
SAN PEDRO,0
PANIRI,0
ALBARENGA,0
ESPERANZA,0
ATALAYA,0
YARINA,0
GRAU,0
SANTA ISABEL,0
DOS UNIDOS,0
LIBERTAD,0
BOQUEROY,0
PUCAORJO,0
PIJUAYAL,0
SAN ANTONIO,0
JERICO,0
NAZARETH,0
PUCAURQUILLO,0
TIERRA BLANCA,0
SANTA ANA,0
SOLEDAD,0
MONTE CALVARIO,0
CASCABEL,0
MIRAFLORES,0
TIBERIAS,0
CATALAN,0
HUARAPAL,0
NUEVA ESPERANZA,0
BOTE,0
EL SALVADOR,0
SAN JUAN DE UNGURAHUAL,0
DIAMANTE AZUL,0
SABOYA,0
SAN JUAN DE RAYA,0
PINTO COCHA,0
ANGUILLA,0
SANTA ROSA,0
PISCO,0
NUEVO LORETO,0
TROPICAL,0
NUEVA ARICA,0
ESPARTA,0
TIMAREO,0
CANTA GALLO,0
SANTA ROSA DE MUYUY I ZONA,0
TIMAREO II ZONA,0
NUEVA PALESTINA,0
SAN LORENZO DE MUYUY,0
2 DE MAYO DE MUYUY,0
VILLA ASIS,0
SANTA ANA DE MUYUY,0
TIMAREO III ZONA,0
YANAYACU IV ZONA,0
SANTA ANA DE MUYUY II ZONA,0
NUEVO SAN JUAN DE MUYUY,0
BELLAVISTA,0
NUEVO JERUSALEN,0
NUEVE DE DICIEMBRE,0
INDEPENDIENTE,0
YANAYACU INTERIOR,0
PANGUANA SEGUNDA ZONA,0
GRAN PERU,0
PANGUANA PRIMERA ZONA,0
SAN FRANCISCO DE ANGAMOS,0
PUEBLO LIBRE,0
18 DE FEBRERO,0
COLLPA,0
TERRABONA,0
SAN MARCOS,0
SANTA TERESA,0
MANCO CAPAC,0
CATALAN - URCO,0
MANITI I - ZONA,0
NUEVO TRIUNFO,0
TIMICURO II ZONA,0
TIMICURILLO II - ZONA,0
TIMICURILLO,0
TIMICURILLO III - ZONA,0
VILLA MARIA,0
RECREO,0
LAS PALMAS,0
TIMICURO GRANDE,0
TIMICURO I - ZONA,0
SAN RAFAEL,0
PAPARO,0
SANTA VICTORIA,0
YANAYACU,0
SINCHICUY,0
SANTA MARIA DE FATIMA,0
SAN PEDRO DE FALCON,0
YANAYACO - BOMBONAJE,0
GENERAL MERINO,0
NUEVO HUMARAL,0
MONTE CARMELO,0
VILLA ESTHER,0
SANTA CECILIA,0
NUEVO EDEN,0
NUEVO BERLIN,0
NUEVA ESPERANZA,0
11 DE DICIEMBRE,0
NUEVO LIBERTAD,0
CENTRO POBLADO MENOR DE YANASHI,0
YAGUAS DEL TIPISHCA,0
COLONIA,0
SAN JOSE DE OROZA,0
NUEVA AREQUIPA,0
CANTON,0
SAN SALVADOR,0
SAN AUGUSTO,0
SAN JOSE DE YANASHI,0
SAN ISIDRO,0
COMANDANCIA,0
SANTA ROSA DE OROZA,0
SANTO TOMAS,0
SAN ANTONIO DE ARAMBAZA,0
NUEVA ESPERANZA,0
ISRAEL,0
SANTA URSULA,0
SAN JOSE DE TOPAL,0
POBRE ALEGRE,0
NUEVA LIBERTAD DE PAUCARILLO,0
PUERTO ALEGRE,0
CORAZON DE JESUS,0
NUEVO TIWINSA,0
TRIUNFO CENTRO VARADERILLO,0
PUNCHANA,0
PADRECOCHA,0
SARGENTO LORES,0
PUERTO ALICIA,0
SAN LUIS DE VISTA ALEGRE,0
SAN JUAN DE SINCHICUY,0
UNION FAMILIAR,0
ALMIRANTE MIGUEL GRAU,0
SANTO TOMAS DE CAPIRONAL,0
TIERRA HERMOSA,0
NUEVO SAN MARTIN,0
NUEVO PERU,0
GRAU DE PAMPA HERMOSA,0
SANTA MARIA DE OJEAL,0
SOL NACIENTE,0
SAN JUAN DE POLIS,0
8 DE SETIEMBRE,0
SANTA CLARA II ZONA,0
HIPOLITO UNANUE,0
SANTA CLARA DE OJEAL,0
CENTRO ARENAL,0
NUEVO PARAISO,0
BARRIO FLORIDO,0
ROCA FUERTE,0
INDELSA,0
ASTORIA,0
INDEPENDENCIA,0
MILAGROS,0
CENTRO FUERTE,0
FLOR DE AGOSTO,0
PUERTO GEN GEN,0
BARRIO ANTONIO SCAVINO,0
NUEVO SAN ANTONIO,0
SAN FERNANDO,0
PROGRESO I ZONA,0
SANTA CLOTILDE,0
PROGRESO II ZONA,0
SANTA ROSA,0
MOMONCILLO,0
PORVENIR,0
FRAY MARTIN,0
NUEVA PRIMAVERA,0
SAN ANDRES,0
LUPUNILLO,0
SANTA MARIA DE FATIMA,0
SANTA ROSA DEL AMAZONAS,0
SANTA SULEMA,0
NUEVO AMAZONAS,0
CABO PANTOJA,0
SAN PEDRO,0
SANTA MARTA,0
CAROCOCHA,0
SAN JUAN DE PADRE COCHA,0
JUAN VELAZCO ALVARADO,0
PADRE ISLA I ZONA,0
SAN JUAN DE HUASHALADO,0
SAN PEDRO DE HUASHALADO,0
SANTA ROSA DE AMAZONAS,0
DOS DE MAYO,0
PROGRESO,0
ULLPA CAÑO,0
BUENOS AIRES,0
HIPOLITO UNANUE,0
RAFAEL BELAUNDE,0
CENTRO UNION LUPUNA,0
LUPUNA II ZONA,0
LUPUNA I ZONA,0
SANTA ROSA,0
NUEVO SAN JOSE,0
SAN JOSE,0
SAN FRANCISCO,0
SAN ANDRES,0
NUEVO CAMPEON,0
SAN MIGUEL,0
SAN ANTONIO DE GALLITO,0
GALLITO,0
CENTRO UNION AUCAYO,0
AUCAYO,0
ROSARIO AUCAYO,0
LIBERTAD DE AUCAYO,0
MONTE VERDE,0
CONTAMANILLO,0
SAN PABLO DE LUPUNILLO,0
CENTRO MAZANA II ZONA,0
CENTRO MAZANA I ZONA,0
OCHO DE DICIEMBRE,0
PUERTO ALEGRIA II ZONA,0
PUERTO ALEGRIA I ZONA,0
SAN JUAN DE MUNICH,0
28 DE JULIO,0
BUENA ESPERANZA,0
CABO LOPEZ,0
SANTA BARBARA,0
SAN CARLOS,0
SOLEDAD,0
LIMON,0
MAZANILLO,0
SAN JUAN DE MIRAFLORES,0
RUMO COCHA,0
SANTA CLARA,0
PUERTO ALMENDRA,0
NINARUMI,0
LLANCHAMA,0
NUEVO SAN MARTIN,0
MINCHANA,0
YUTO,0
PORVENIR,0
15 DE ABRIL,0
TRES DE OCTUBRE,0
BELEN DE JUDA,0
SAN PEDRO,0
SANTO TOMAS,0
25 DE ENERO,0
QUISTOCOCHA,0
ZUNGARO COCHA,0
CRUZ DEL SUR,0
CINCO DE JUNIO,0
PALO SECO,0
PEÑANEGRA,0
SAN ANTONIO,0
VARILLAL,0
MORALILLO,0
SAN JOSE,0
NUEVA ESPERANZA,0
EL DORADO,0
PUERTO JUAN,0
TRES DE MAYO,0
SANCHEZ CERRO,0
FORTALEZA,0
BAGAZAN,0
CABALLITO,0
PUERTO PIFAYAL O PIJUAYAL,0
NARANJAL,0
PANGUANITA,0
NAZARETH,0
UNANCHAY,0
FERNANDO ROSAS,0
CONSUELO,0
UNION ANTONIETA,0
PANGUINTZA,0
SANTA MARIA DE MANCHARI,0
KUSHILLA,0
BOLOGNESI,0
LOBOYACU,0
PUERTO ALEGRE,0
SUNGACHE,0
LIMON COCHA O MAMUS,0
CHAMBIRA,0
PUERTO PIJUAYAL,0
NUEVO UCAYALI,0
SANTA CLARA DE YARINAL,0
SANANGO,0
SANTA ELENA,0
SAN JUAN DE PAVAYACU,0
25 DE DICIEMBRE,0
NUEVO TRIUNFO,0
BELEN,0
SAN ANDRES,0
SGTO. LORES,0
BERLIN,0
LIBERTAD,0
NUEVA TARMA,0
NUEVA MANCHURIA,0
HOREU,0
7 DE MARZO,0
NUEVA BELGICA,0
NUEVO PUESTO FIRMESA,0
HUACACHINA,0
NUEVA ESPERANZA,0
SAN JORGE,0
NUEVO PARAÍSO,0
CRISTOREY,0
VILLA TROMPETEROS,0
PERUANITO,0
PUERTO,0
SANTA ISABEL DE COPAL,0
COPAL,0
JANERO,0
NUEVO PORVENIR,0
NUEVA SANTA ELENA,0
SAN JUAN DE TROMPETEROS,0
NUEVA UNION,0
LAS PALMERAS,0
CUCHARA,0
SAN MARTIN,0
SAN JORGE,0
SAN CARLOS,0
PROVIDENCIA,0
VICTORIA,0
BUENA VISTA,0
COPAL,0
PUCUNA,0
SANTA CECILIA,0
CABALLOCOCHA,0
SANTA ROSA DE LIMA,0
VILLA LUZ,0
SAN JOSE DE LORETOYACU,0
EL SOL,0
URANIAS,0
PANCHOCOCHA,0
ISLA TIGRE,0
SAN SALVADOR,0
1° DE SETIEMBRE,0
TUPAC AMARU,0
NUEVO HORIZONTE,0
PUERTO BRASIL,0
AMPIYACU,0
SANTA MARTA,0
SANTA RITA DE MOCHILA,0
JOSE CARLOS MARIATEGUI,0
INTIPACARI,0
SANTA ELENA,0
SANCHEZ CERRO,0
SAN MARTIN DE PORRES,0
CHIMBOTE,0
PARANAQUIRI,0
MARICHIN,0
PRIMAVERA,0
NUEVA ALIANZA,0
PALO SECO,0
EDEN DE LA FRONTERA,0
SAN JOSE DE BARSEBA,0
NUEVO JARDÍN,0
ZAPATILLA,0
NUEVA VIDA,0
SAN JUAN DE OROSA,0
SANTA ISABEL DE PICHANA,0
TRIUNFADOR,0
SANTA ROSA DE PICHANA,0
SANTAMARÍA,0
BUENJESUS,0
REMANSO,0
SAN NICOLAS,0
ANGAMOS,0
NUEVO NAZARETH,0
SAN FRANCISCO,0
SAN JUAN,0
CONDOR,0
NUEVO PARAISO,0
COCHIQUINAS,0
SANTO TORIBIO DE MOGROVEJO,0
PUERTO CONCEJERO,0
YAHUAS,0
PERUATE I ZONA,0
JUAN PABLO II,0
CAJOCUMA,0
SAN MIGUEL,0
SAN ANTONIO,0
PERHUATE,0
ACHUAL,0
VERBENA,0
PUCA PLAYA,0
SANTA ROSA,0
SAN ISIDRO,0
PROSPERIDAD,0
PROGRESO,0
SARGENTO LORES,0
SANTA CLARA,0
YARINA,0
SANTO TOMAS,0
SANTA RITA,0
BEIRUT,0
MONTE ISRAEL,0
SANTA ELENA,0
CAPIRONAL,0
SAN JOSE DE PROSPERIDAD,0
ALFARO,0
UNION PROGRESISTA,0
SAN FELIPE,0
PALMERA,0
JESUS DE PRAGA,0
SAN JUAN DE CAMUCHEROS,0
MAYORUNA,0
HORACIO ZEVALLOS,0
NUEVE DE OCTUBRE,0
SHANSHO,0
PUERTO MANCHARI,0
CAIMITO,0
PUERTO PARDO,0
PATOURMANA,0
ARMADILLO,0
CHINGANA,0
HUANGANA,0
TUPANAMA,0
NAVIDAD,0
SAN LUIS,0
SANTA ROSA,0
LLANERO SOLITARIO,0
PUERTO SOLITARIO,0
PERCY ROSAS,0
NANAY,0
NUEVO LAMAS,0
HUACAMAYO,0
NUEVO HORIZONTE,0
SAN JUAN,0
NARANJAL,0
SUPAYPOZA,0
SANTA,0
ESPERANZA,0
PAÑA,0
SAN PEDRO,0
BELLO HORIZONTE,0
MUNICH,0
PUERTO BELEN,0
BELLAVISTA,0
SAN PEDRO DE BELLAVISTA,0
NUEVA JERUSALEN,0
ARENAL,0
SANTA CRUZ,0
VARADERO,0
ALBERGUE,0
SAN PEDRO,0
REGIONAL,0
TRES HERMANAS,0
LUPUNA,0
ATUN QUEBRADA,0
SAN PEDRO,0
FATIMA,0
PUERTO SOLEDAD,0
YANASHI,0
PUERTO IZANGOPAMPA,0
NUEVAVISTA,0
SAN PEDRO,0
SANTA ELENA,0
NUEVO SAN NICOLAS,0
SAN JOSE,0
SAN PEDRO,0
TERMOPOLIS,0
RESECA,0
ALDO MANZUR,0
ORIENTE,0
AREVALO,0
SAN RAFAEL,0
SIETE DE JUNIO,0
PROSPERIDAD,0
SAN JOSE,0
CHAMBIRA,0
PRIMERO DE OCTUBRE,0
VILLA SANTA ROSA,0
SAN JUAN,0
SANTOR DE SUNI,0
ESTEBAN,0
NUEVA VIDA,0
SAN MARTÍN DE ARAHUANA,0
PALESTINA,0
BUFEOCOCHA,0
KUSUIMI,0
SAN ANTONIO,0
SAN PEDRO,0
NUEVO AMBIENTE,0
ALDEA GRAU,0
PUERTO INCA,0
SAN JUAN DE CACAO,0
VISTA ALEGRE,0
CAMPIÑA SERRA,0
CAHUIDE YANAYACU,0
SAN MIGUEL,0
SANTA CECILIA,0
PUERTO SINAI,0
SANTA ROSA,0
PUERTO ARICA,0
SAN JOSE DE YANAYACU,0
NUEVA GALILEA,0
PUERTO ALEGRE,0
KOREA,0
YAHUMA I ZONA,0
YAHUMA II ZONA,0
CUCHILLOCOCHA,0
FIRMEZA,0
SAN FRANCISCO DE LORETAYACU,0
PUERTO MARIÑO,0
REFUGIO,0
PALMERAS,0
LAGUNA REDONDA,0
SAN MARTÍN,0
MACEDONIA,0
VERGEL,0
PALMERA,0
ZARAGOSA,0
PARANA,0
PRIMAVERA,0
BUENAVISTA,0
TULCAN,0
SANTA,0
SANTA CECILIA,0
TIPISHCA,0
VILLA FLOR,0
NUEVO PORVENIR,0
DOS UNIDOS,0
HIRACOCHA,0
TRIUNFO,0
CHORRILLOS,0
NUEVA VIDA,0
SAN PABLO,0
INDIANA,0
PALMERAS II - ZONA,0
PALMERAS I - ZONA,0
YANAMONO,0
SANTA ISABEL,0
NUEVO SINAI,0
AUGUSTO SALAZAR BONDY,0
NUEVO SAN JUAN DEL AMAZONAS,0
PUCALLPA,0
SANTA ROSA,0
SAN PEDRO DEL MANITI,0
NUEVO MIRAFLORES,0
PUERTO RICO,0
SANTA SOFIA,0
NUEVO PARAISO,0
JORGE CHAVEZ,0
IQUIQUE,0
SAN LUIS,0
NUEVO UCHIZA,0
RAMON CASTILLA,0
LIBERTAD - VAINILLA,0
CENTRO POBLADO MANITI II ZONA,0
FRANCISCO DE ORELLANA,0
HUANANA,0
SAN ALEJANDRO,0
NUEVA ESPERANZA DE ATUN CAÑO,0
TIGRILLO,0
PAICHE HUAHUA,0
ATUN COCHA,0
SANTA ELENA,0
AGUAS NEGRAS,0
PROGRESO,0
CANADA,0
3 DE MAYO,0
NUEVO TRIUNFO,0
FRANCIA,0
IRLANDA,0
NUEVA UNION DEL BOYADOR,0
CANAL PINTO,0
SAPO PLAYA,0
SANTA MARTHA,0
PORTUGAL,0
7 DE JUNIO,0
JOSE CARLOS MARIATEGUI,0
CAPIRONAL,0
SAN ANTONIO DE MARUPA,0
SANTA ROSA DE ATUN CAÑO,0
AYZANA,0
ORAN,0
ROCA ETERNA,0
NUEVO SAN JOSE,0
MORUPA,0
SAN PEDRO DE MARUPA,0
TACNA,0
CAMALEON I ZONA,0
CABALLOCOCHILLO,0
PUERTO LIBRE,0
CAMALEON II ZONA,0
SAN GREGORIO,0
NAZARIA,0
ISLANDIA,0
MANAOS DEL TIPISHCA,0
CUZCO,0
SABALOYACU O SABALILLO,0
YANAYACU,0
SANTA AMELIA,0
APAYACU,0
SAN PEDRO DE OROZA,0
MIRAFLORES,0
MAZAN,0
NUEVO SAN JUAN,0
COPALILLO,0
PUERTO ABEJA,0
NUEVO IQUITOS,0
ORO BLANCO,0
NUEVO TRIUNFO,0
SAN FRANCISCO DE BUEN PASO,0
SUCUSARI,0
SARA ISLA,0
CANTON,0
LLACHAPA,0
SAN JUAN DE FLORESTA,0
YARINA,0
PUINAHUA,0
15 DE ENERO,0
SANTA LUCIA,0
ISLA TAMANCO,0
ALBERTO FUJIMORI,0
SANTA ROSA,0
HUAMAN URCO,0
SANTA MARTHA,0
YURAC YACU,0
JUVENTUD YARINA,0
LEON ISLA,0
JUANCHO PLAYA,0
SAN PEDRO DE MANGUA,0
CENTRO UNIDO,0
MANGUA,0
NUEVO SAN MARTIN,0
NUÑEZ COCHA,0
LAGO YURAC YACU,0
URCO MIRAÑO,0
NUEVO PORVENIR,0
GAMITANA COCHA,0
NUEVO HORIZONTE,0
MIRAFLORES,0
CHISPA DE ORO,0
28 DE OCTUBRE,0
BAGAZAN,0
BELLO HORIZONTE,0
AUCA POZA,0
BUENA VISTA DE TIPISHCA,0
VISTO BUENO,0
FLOR DE AGOSTO,0
JOSE ABELARDO QUIÑONEZ,0
SAN ANTONIO,0
PUNTA ARENA,0
SALVADOR,0
SAN ANTONIO DE ZAMBRANO,0
ISRAEL,0
PETRONA ISLA,0
8 DE OCTUBRE,0
SAN PEDRO,0
15 DE  ENERO,0
LIBERTAD,0
FLAUTERO,0
PINTU LLACTA,0
CENTRO UNION PARAISO,0
200 MILLAS,0
NUEVO VARADERILLO,0
SANTA CRUZ,0
BUENA VISTA,0
SEÑOR DE LOS MILAGROS,0
SAN JOSE,0
14 DE JULIO,0
SANTA ROSA,0
NUEVA FLORESTA,0
NUEVO SAN ROMAN,0
TUTA PISCO,0
NUEVO LIBERTAD,0
CERRO DE PASCO,0
NUEVA YORK,0
ALFONSO UGARTE,0
MAYNAS,0
ALMIRANTE GUISSE,0
